GVKEY,LPERMNO,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,curcdq,datacqtr,datafqtr,chq,dd1q,dlttq,drcq,dvintfq,epsfi12,esubq,lctq,lltq,oiadpq,capxy,costat
025356,77668,2000-12-31,2000,4,INDL,C,D,STD,USD,2000Q4,2000Q4,,,396.4410,,,-0.2400,,1115.9440,455.4560,51.0030,80.2180,I
025356,77668,2001-03-31,2001,1,INDL,C,D,STD,USD,2001Q1,2001Q1,,,396.3600,,,-0.1100,,1067.5330,458.9330,55.1010,10.4420,I
025356,77668,2001-06-30,2001,2,INDL,C,D,STD,USD,2001Q2,2001Q2,,,396.2790,,,1.2850,,1099.0160,464.0380,57.6940,18.9630,I
025356,77668,2001-09-30,2001,3,INDL,C,D,STD,USD,2001Q3,2001Q3,,,346.1990,,,1.3800,,1121.9930,422.5280,60.2310,36.8300,I
025356,77668,2001-12-31,2001,4,INDL,C,D,STD,USD,2001Q4,2001Q4,,,346.1190,,,1.5600,,1245.6170,422.6310,64.1510,57.2860,I
025356,77668,2002-03-31,2002,1,INDL,C,D,STD,USD,2002Q1,2002Q1,,,346.0400,,,1.7600,,1218.1950,410.6520,78.2700,9.2620,I
025356,77668,2002-06-30,2002,2,INDL,C,D,STD,USD,2002Q2,2002Q2,,,705.9620,,,1.9900,,1468.2210,784.0680,90.7930,23.0010,I
025356,77668,2002-09-30,2002,3,INDL,C,D,STD,USD,2002Q3,2002Q3,,,620.8840,,,2.2600,,1442.6630,710.6250,99.3000,32.4720,I
025356,77668,2002-12-31,2002,4,INDL,C,D,STD,USD,2002Q4,2002Q4,,,562.5560,,,2.5500,,1543.7570,660.3800,103.3630,61.3030,I
025356,77668,2003-03-31,2003,1,INDL,C,D,STD,USD,2003Q1,2003Q1,,,540.7290,,,2.7400,,1641.0200,644.9880,107.8270,9.1950,I
025356,77668,2003-06-30,2003,2,INDL,C,D,STD,USD,2003Q2,2003Q2,,,480.1610,,,2.8700,,1514.6060,591.1310,110.2800,21.5620,I
025356,77668,2003-09-30,2003,3,INDL,C,D,STD,USD,2003Q3,2003Q3,,,455.0890,,,3.0100,,1536.9890,579.5490,113.4910,32.0120,I
025356,77668,2003-12-31,2003,4,INDL,C,D,STD,USD,2003Q4,2003Q4,,,455.0180,0.0000,,3.1600,,1626.4080,588.7730,117.5270,53.1050,I
025356,77668,2004-03-31,2004,1,INDL,C,D,STD,USD,2004Q1,2004Q1,,,582.9470,0.0000,,3.3000,,1717.0160,724.3690,121.0430,7.7390,I
025356,77668,2004-06-30,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,,,397.6500,0.0000,,3.3900,,1671.9680,554.3270,126.7990,17.3540,I
025356,77668,2004-09-30,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,,,417.6070,0.0000,,3.3900,,1725.2630,594.4310,129.6040,33.3870,I
025356,77668,2004-12-31,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,,,412.0570,0.0000,,3.5900,,1813.4110,590.3610,147.0460,51.5160,I
025356,77668,2005-03-31,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,,,356.5080,0.0000,,3.8400,,1858.5710,543.0130,138.3330,5.9380,I
025356,77668,2005-06-30,2005,2,INDL,C,D,STD,USD,2005Q2,2005Q2,,,350.9510,0.0000,,2.1850,,1886.4770,535.4840,148.3940,17.9320,I
025356,77668,2005-09-30,2005,3,INDL,C,D,STD,USD,2005Q3,2005Q3,,,345.4510,0.0000,,2.4650,,1874.7070,535.3400,161.1330,34.2110,I
025356,77668,2005-12-31,2005,4,INDL,C,D,STD,USD,2005Q4,2005Q4,,,1401.0000,0.0000,,2.6800,,2394.0000,1634.0000,195.1400,60.0000,I
025356,77668,2006-03-31,2006,1,INDL,C,D,STD,USD,2006Q1,2006Q1,,,1360.5000,0.0000,,2.8100,,2216.9000,1597.3000,183.5000,8.7000,I
025356,77668,2006-06-30,2006,2,INDL,C,D,STD,USD,2006Q2,2006Q2,,,1605.4000,0.0000,,2.8800,,2177.8000,1842.2000,192.5000,20.7000,I
025356,77668,2006-09-30,2006,3,INDL,C,D,STD,USD,2006Q3,2006Q3,,,1480.4000,0.0000,,3.0300,,2322.7000,1730.0000,205.7000,38.2000,I
025356,77668,2006-12-31,2006,4,INDL,C,D,STD,USD,2006Q4,2006Q4,,,1270.4000,0.0000,,3.3400,,2429.4000,1553.8000,242.4000,66.8000,I
025356,77668,2007-03-31,2007,1,INDL,C,D,STD,USD,2007Q1,2007Q1,207.2000,,1160.4000,0.0000,,3.6200,,2442.3000,1469.9000,243.5000,8.7000,I
025356,77668,2007-06-30,2007,2,INDL,C,D,STD,USD,2007Q2,2007Q2,111.2000,,1700.3000,0.0000,,2.0100,,2335.0000,2010.5000,263.1000,29.9000,I
025356,77668,2007-09-30,2007,3,INDL,C,D,STD,USD,2007Q3,2007Q3,96.0000,,1740.3000,0.0000,,2.1450,,2392.3000,2054.3000,284.2000,49.5000,I
025356,77668,2007-12-31,2007,4,INDL,C,D,STD,USD,2007Q4,2007Q4,434.7000,,1760.3000,0.0000,,2.1500,,2475.0000,2085.0000,288.6000,75.0000,I
025356,77668,2008-03-31,2008,1,INDL,C,D,STD,USD,2008Q1,2008Q1,511.9000,,1680.3000,0.0000,,2.3600,,2564.8000,2005.5000,294.6000,11.7000,I
025356,77668,2008-06-30,2008,2,INDL,C,D,STD,USD,2008Q2,2008Q2,315.8000,,1600.3000,0.0000,,2.5500,,2519.5000,1933.2000,316.6000,30.1000,I
025356,77668,2008-09-30,2008,3,INDL,C,D,STD,USD,2008Q3,2008Q3,227.1000,,1520.3000,0.0000,,2.7900,,2552.3000,1881.5000,330.8000,59.9000,I
025356,77668,2008-12-31,2008,4,INDL,C,D,STD,USD,2008Q4,2008Q4,530.7000,,1340.3000,0.0000,,3.0800,,2721.7000,1709.3000,349.8000,85.8000,I
025356,77668,2009-03-31,2009,1,INDL,C,D,STD,USD,2009Q1,2009Q1,725.0000,,1160.3000,0.0000,,3.2500,,2871.2000,1537.5000,355.3000,13.6000,I
025356,77668,2009-06-30,2009,2,INDL,C,D,STD,USD,2009Q2,2009Q2,3661.0000,,3471.9000,0.0000,,3.2400,,2865.7000,3854.2000,376.9000,32.0000,I
025356,77668,2009-09-30,2009,3,INDL,C,D,STD,USD,2009Q3,2009Q3,3942.4000,,3472.2000,0.0000,,3.1400,,3055.9000,3865.7000,403.0000,90.5000,I
025356,77668,2009-12-31,2009,4,INDL,C,D,STD,USD,2009Q4,2009Q4,1070.4000,,2492.5000,0.0000,,3.1200,,5456.8000,2922.6000,450.9000,149.4000,I
025356,77668,2010-03-31,2010,1,INDL,C,D,STD,USD,2010Q1,2010Q1,1443.1000,,2492.8000,0.0000,,3.1900,,5189.5000,2962.4000,486.6000,34.2000,I
025356,77668,2010-06-30,2010,2,INDL,C,D,STD,USD,2010Q2,2010Q2,1631.2000,,2493.1000,0.0000,,1.7450,,4869.1000,2967.7000,526.4000,51.1000,I
025356,77668,2010-09-30,2010,3,INDL,C,D,STD,USD,2010Q3,2010Q3,267.5000,,2493.4000,0.0000,,1.9600,,3966.6000,3008.1000,555.4000,84.6000,I
025356,77668,2010-12-31,2010,4,INDL,C,D,STD,USD,2010Q4,2010Q4,523.7000,,2493.7000,0.0000,,2.1700,,3917.2000,3034.0000,595.1000,119.9000,I
025356,77668,2011-03-31,2011,1,INDL,C,D,STD,USD,2011Q1,2011Q1,766.1000,,2494.0000,0.0000,,2.3200,,3710.9000,3034.0000,552.4000,19.5000,I
025356,77668,2011-06-30,2011,2,INDL,C,D,STD,USD,2011Q2,2011Q2,291.0000,,3088.7000,0.0000,,2.4500,,4763.5000,3646.4000,579.3000,54.1000,I
025356,77668,2011-09-30,2011,3,INDL,C,D,STD,USD,2011Q3,2011Q3,1062.6000,,2989.3000,0.0000,,2.5500,,5143.7000,3563.3000,625.4000,98.1000,I
025356,77668,2011-12-31,2011,4,INDL,C,D,STD,USD,2011Q4,2011Q4,5620.1000,,7076.4000,0.0000,,2.5300,,5458.1000,7675.2000,647.1000,144.4000,I
025356,77668,2012-03-31,2012,1,INDL,C,D,STD,USD,2012Q1,2012Q1,9577.7000,,10537.1000,0.0000,,2.4600,,5667.3000,11165.4000,593.6000,18.7000,I
025356,77668,2012-06-30,2012,2,INDL,C,D,STD,USD,2012Q2,2012Q2,1420.0000,889.7000,16312.3000,0.0000,,1.8800,,12843.8000,23086.4000,891.6000,66.6000,I
025356,77668,2012-09-30,2012,3,INDL,C,D,STD,USD,2012Q3,2012Q3,1248.4000,938.6000,16146.3000,0.0000,,1.7200,,11792.9000,22769.9000,1030.3000,106.0000,I
025356,77668,2012-12-31,2012,4,INDL,C,D,STD,USD,2012Q4,2012Q4,2793.9000,934.9000,14980.1000,0.0000,,1.7600,,13057.4000,21658.1000,1053.2000,160.2000,I
025356,77668,2013-03-31,2013,1,INDL,C,D,STD,USD,2013Q1,2013Q1,1990.0000,631.6000,13815.1000,0.0000,,1.7100,,11524.1000,20434.1000,997.7000,108.9000,I
025356,77668,2013-06-30,2013,2,INDL,C,D,STD,USD,2013Q2,2013Q2,1342.2000,631.6000,13648.5000,0.0000,,2.1800,,10618.3000,20086.5000,1146.2000,195.0000,I
025356,77668,2013-09-30,2013,3,INDL,C,D,STD,USD,2013Q3,2013Q3,1722.3000,631.6000,13482.0000,0.0000,,2.2300,,11226.2000,19817.7000,1063.1000,274.6000,I
025356,77668,2013-12-31,2013,4,INDL,C,D,STD,USD,2013Q4,2013Q4,1991.4000,1584.0000,12363.0000,0.0000,,2.2500,,13235.3000,18468.1000,1069.9000,423.0000,I
025356,77668,2014-03-31,2014,1,INDL,C,D,STD,USD,2014Q1,2014Q1,1850.4000,2635.2000,11145.1000,0.0000,,2.2300,,13574.9000,17286.9000,942.3000,117.1000,I
025356,77668,2014-06-30,2014,2,INDL,C,D,STD,USD,2014Q2,2014Q2,2835.2000,3938.3000,12165.5000,0.0000,,2.2400,,15984.4000,18190.8000,1204.4000,208.8000,I
025356,77668,2014-09-30,2014,3,INDL,C,D,STD,USD,2014Q3,2014Q3,834.8000,3245.4000,11442.0000,0.0000,,2.4900,,15922.5000,17348.4000,1207.1000,327.0000,I
025356,77668,2014-12-31,2014,4,INDL,C,D,STD,USD,2014Q4,2014Q4,1832.6000,2555.3000,11012.7000,0.0000,,2.6400,,17016.9000,16718.0000,1325.3000,436.6000,I
025356,77668,2015-03-31,2015,1,INDL,C,D,STD,USD,2015Q1,2015Q1,905.8000,1607.1000,10741.2000,0.0000,,2.8400,,14900.2000,16390.2000,982.2000,48.3000,I
025356,77668,2015-06-30,2015,2,INDL,C,D,STD,USD,2015Q2,2015Q2,721.0000,2149.7000,14583.9000,0.0000,,3.0400,,15868.8000,20168.0000,1261.5000,107.1000,I
025356,77668,2015-09-30,2015,3,INDL,C,D,STD,USD,2015Q3,2015Q3,438.2000,1649.2000,14037.7000,0.0000,,3.2200,,16013.8000,19436.5000,1279.6000,177.1000,I
025356,77668,2015-12-31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,3186.3000,1646.4000,13946.3000,0.0000,,3.5600,,17155.3000,18707.5000,1392.8000,295.9000,I
025356,77668,2016-03-31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,1771.1000,2208.6000,14382.7000,0.0000,,3.7900,,17236.9000,19021.5000,940.8000,82.6000,I
025356,77668,2016-06-30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,1324.4000,4140.9000,11842.6000,0.0000,,4.0400,,19136.5000,16311.3000,1256.3000,158.5000,I
025356,77668,2016-09-30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,2304.7000,1184.0000,14924.5000,0.0000,,4.2200,,15978.5000,19321.8000,1416.0000,237.6000,I
025356,77668,2016-12-31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,3077.2000,722.3000,14846.0000,0.0000,,5.3900,,16428.1000,19073.0000,1474.7000,330.4000,I
025356,77668,2017-03-31,2017,1,INDL,C,D,STD,USD,2017Q1,2017Q1,3163.8000,1621.3000,13906.2000,0.0000,,5.5200,,17041.7000,18084.7000,1054.6000,45.8000,I
025356,77668,2017-06-30,2017,2,INDL,C,D,STD,USD,2017Q2,2017Q2,2352.5000,1151.3000,13835.2000,0.0000,,5.7500,,16779.3000,17984.0000,1378.6000,105.3000,I
025356,77668,2017-09-30,2017,3,INDL,C,D,STD,USD,2017Q3,2017Q3,3395.9000,1181.1000,13726.7000,0.0000,,6.0600,,17356.8000,17927.1000,1501.7000,177.3000,I
025356,77668,2017-12-31,2017,4,INDL,C,D,STD,USD,2017Q4,2017Q4,2309.6000,838.1000,14981.5000,0.0000,,7.7400,,17846.4000,18284.1000,1693.8000,267.4000,I
025356,77668,2018-03-31,2018,1,INDL,C,D,STD,USD,2018Q1,2018Q1,2317.6000,85.6000,14900.5000,855.1000,,8.0300,,16723.1000,18234.4000,1044.7000,100.4000,I
025356,77668,2018-06-30,2018,2,INDL,C,D,STD,USD,2018Q2,2018Q2,2942.3000,1533.1000,13457.6000,768.8000,,8.2100,,18586.7000,16715.8000,1378.8000,175.8000,I
025356,77668,2018-09-30,2018,3,INDL,C,D,STD,USD,2018Q3,2018Q3,3705.7000,2021.3000,12974.2000,791.2000,,8.6400,,18691.4000,16177.4000,1542.8000,241.3000,I
025466,15735,2015-12-31,2015,4,INDL,C,D,STD,USD,2015Q4,2015Q4,198.4510,998.3860,1456.1720,,,1.6500,,,,115.1130,200.7930,A
025466,15735,2016-03-31,2016,1,INDL,C,D,STD,USD,2016Q1,2016Q1,641.7600,,2781.6900,,,1.7600,,,,141.0530,28.8940,A
025466,15735,2016-06-30,2016,2,INDL,C,D,STD,USD,2016Q2,2016Q2,645.6940,,2739.0470,,,1.8600,,,,170.2730,77.3940,A
025466,15735,2016-09-30,2016,3,INDL,C,D,STD,USD,2016Q3,2016Q3,542.1090,,2471.1630,,,1.9800,,,,201.0430,124.4150,A
025466,15735,2016-12-31,2016,4,INDL,C,D,STD,USD,2016Q4,2016Q4,483.0540,421.9490,1528.1040,,,2.2300,,,,177.2160,185.3430,A
025466,15735,2017-03-31,2017,1,INDL,C,D,STD,USD,2017Q1,2017Q1,609.0660,,2000.6580,,3.3540,2.4600,,,,190.6030,43.3520,A
025466,15735,2017-06-30,2017,2,INDL,C,D,STD,USD,2017Q2,2017Q2,482.5600,,2002.2530,,4.1680,2.7600,,,,249.8260,89.6610,A
025466,15735,2017-09-30,2017,3,INDL,C,D,STD,USD,2017Q3,2017Q3,731.0760,,2124.3470,,4.3140,3.0100,,,,254.4700,144.1660,A
025466,15735,2017-12-31,2017,4,INDL,C,D,STD,USD,2017Q4,2017Q4,778.6720,367.9100,1803.4800,,5.2920,3.3900,,,,242.6320,227.1010,A
025466,15735,2018-03-31,2018,1,INDL,C,D,STD,USD,2018Q1,2018Q1,915.4130,,2245.2240,,0.8370,3.6500,,,,247.8890,76.5020,A
025466,15735,2018-06-30,2018,2,INDL,C,D,STD,USD,2018Q2,2018Q2,757.8550,,2162.1350,,5.0940,3.7200,,,,243.6190,133.8940,A
025466,15735,2018-09-30,2018,3,INDL,C,D,STD,USD,2018Q3,2018Q3,875.3440,,2193.1800,,2.0040,4.5500,,,,238.0990,209.3730,A
025466,15735,2018-12-31,2018,4,INDL,C,D,STD,USD,2018Q4,2018Q4,908.6640,403.4720,1802.9370,,3.0420,4.7400,,,,215.6050,344.3780,A
025466,15735,2019-03-31,2019,1,INDL,C,D,STD,USD,2019Q1,2019Q1,1192.4130,,2316.8800,0.0000,2.0580,4.8600,,,,252.5850,74.8620,A
025466,15735,2019-06-30,2019,2,INDL,C,D,STD,USD,2019Q2,2019Q2,1002.8080,,2330.8340,,1.7600,5.0200,,,,279.4120,169.9080,A
025466,15735,2019-09-30,2019,3,INDL,C,D,STD,USD,2019Q3,2019Q3,950.1960,,2298.7710,,2.4710,4.1500,,,,230.0100,233.8370,A
025466,15735,2019-12-31,2019,4,INDL,C,D,STD,USD,2019Q4,2019Q4,1007.6590,472.8010,1872.2660,,3.6740,4.1600,,,,269.1830,395.1810,A
025466,15735,2020-03-31,2020,1,INDL,C,D,STD,USD,2020Q1,2020Q1,967.3650,,2353.3380,,0.8740,4.1000,,,,243.0060,116.1860,A
025466,15735,2020-06-30,2020,2,INDL,C,D,STD,USD,2020Q2,2020Q2,1251.1190,,3102.8910,,1.5070,3.0500,,,,36.5990,177.5620,A
025466,15735,2020-09-30,2020,3,INDL,C,D,STD,USD,2020Q3,2020Q3,1383.9890,,3218.0190,,1.9390,3.2800,,,,280.1810,270.0680,A
025466,15735,2020-12-31,2020,4,INDL,C,D,STD,USD,2020Q4,2020Q4,1642.2250,1071.8630,2212.5060,,2.5420,3.9500,,,,320.0920,430.3440,A
025466,15735,2021-03-31,2021,1,INDL,C,D,STD,USD,2021Q1,2021Q1,1150.6120,,2679.5740,,,4.2700,,,,313.7800,74.7120,A
025466,15735,2021-06-30,2021,2,INDL,C,D,STD,USD,2021Q2,2021Q2,1093.5260,,2798.3680,,,5.5300,,,,329.9290,150.1140,A
025466,15735,2021-09-30,2021,3,INDL,C,D,STD,USD,2021Q3,2021Q3,1475.6330,,3003.5280,,,5.6300,,,,305.2900,262.8410,A
025466,15735,2021-12-31,2021,4,INDL,C,D,STD,USD,2021Q4,2021Q4,1528.7320,586.9950,2404.1840,,,5.1200,,,,272.6630,400.6980,A
025466,15735,2022-03-31,2022,1,INDL,C,D,STD,USD,2022Q1,2022Q1,1659.2450,,2949.2160,,,5.2300,,,,344.7620,43.8400,A
025466,15735,2022-06-30,2022,2,INDL,C,D,STD,USD,2022Q2,2022Q2,1260.5430,,2890.4310,,,5.2500,,,,319.8520,95.7410,A
025466,15735,2022-09-30,2022,3,INDL,C,D,STD,USD,2022Q3,2022Q3,1336.3120,,2848.2960,,,5.0500,,,,258.8260,183.2930,A
025466,15735,2022-12-31,2022,4,INDL,C,D,STD,USD,2022Q4,2022Q4,1484.3770,1046.7190,1958.3480,,,5.4400,,,,404.7450,371.6280,A
025466,15735,2023-03-31,2023,1,INDL,C,D,STD,USD,2023Q1,2023Q1,1565.6720,,2941.4810,,,5.7700,,,,423.4970,45.2120,A
025466,15735,2023-06-30,2023,2,INDL,C,D,STD,USD,2023Q2,2023Q2,1212.3260,,2927.1380,,,6.4500,,,,482.6190,126.1710,A
025466,15735,2023-09-30,2023,3,INDL,C,D,STD,USD,2023Q3,2023Q3,1071.5400,,2690.3410,,,7.2300,,,,422.8860,223.9250,A
025466,15735,2023-12-31,2023,4,INDL,C,D,STD,USD,2023Q4,2023Q4,1240.1760,818.9210,1919.2260,,,7.6300,,,,472.8560,421.9790,A
025466,15735,2024-03-31,2024,1,INDL,C,D,STD,USD,2024Q1,2024Q1,1473.9380,873.1440,1956.4270,,,7.9600,,,,483.1910,88.2770,A
025466,15735,2024-06-30,2024,2,INDL,C,D,STD,USD,2024Q2,2024Q2,1427.3400,1286.3220,2066.4330,,,8.3800,,,,541.2810,232.2730,A
025466,15735,2024-09-30,2024,3,INDL,C,D,STD,USD,2024Q3,2024Q3,1705.0040,1392.4940,2060.3430,,,9.0800,,,,566.0890,381.0680,A
025466,15735,2024-12-31,2024,4,INDL,C,D,STD,USD,2024Q4,2024Q4,1803.5150,,3470.3680,,,8.7600,,,,368.2510,1023.9240,A
026022,78804,1992-12-31,1992,4,INDL,C,D,STD,USD,1992Q4,1992Q4,,,600.0000,,,,,,,57.6900,0.0000,I
026022,78804,1993-03-31,1993,1,INDL,C,D,STD,USD,1993Q1,1993Q1,,,600.0000,,,,,,,60.3130,0.0000,I
026022,78804,1993-06-30,1993,2,INDL,C,D,STD,USD,1993Q2,1993Q2,,,600.0000,,,,,,,59.9040,0.0000,I
026022,78804,1993-09-30,1993,3,INDL,C,D,STD,USD,1993Q3,1993Q3,,,600.0000,,,,,,,60.8840,0.0000,I
026022,78804,1993-12-31,1993,4,INDL,C,D,STD,USD,1993Q4,1993Q4,,,600.0000,,,,,,,64.3200,0.0000,I
026022,78804,1994-03-31,1994,1,INDL,C,D,STD,USD,1994Q1,1994Q1,,,600.0000,,,,,,,67.7610,0.0000,I
026022,78804,1994-06-30,1994,2,INDL,C,D,STD,USD,1994Q2,1994Q2,,,600.0000,,,,,,,72.1290,0.0000,I
026022,78804,1994-09-30,1994,3,INDL,C,D,STD,USD,1994Q3,1994Q3,,,1100.0000,,,,,,,81.8960,0.0000,I
026022,78804,1994-12-31,1994,4,INDL,C,D,STD,USD,1994Q4,1994Q4,,,1100.0000,,,,,,,95.2560,0.0000,I
026022,78804,1995-03-31,1995,1,INDL,C,D,STD,USD,1995Q1,1995Q1,,,1100.0000,,,,,,,106.7320,0.0000,I
026022,78804,1995-06-30,1995,2,INDL,C,D,STD,USD,1995Q2,1995Q2,,,1100.0000,,,,,,,107.2560,0.0000,I
026022,78804,1995-09-30,1995,3,INDL,C,D,STD,USD,1995Q3,1995Q3,,,2900.0000,,,,,,,111.9030,0.0000,I
026022,78804,1995-12-31,1995,4,INDL,C,D,STD,USD,1995Q4,1995Q4,,,3400.0000,,,,,,,116.5350,1.6130,I
026022,78804,1996-03-31,1996,1,INDL,C,D,STD,USD,1996Q1,1996Q1,,,3400.0000,,,,,,,118.0060,0.3510,I
026022,78804,1996-06-30,1996,2,INDL,C,D,STD,USD,1996Q2,1996Q2,,,2900.0000,,,,,,,117.7420,0.5580,I
026022,78804,1996-09-30,1996,3,INDL,C,D,STD,USD,1996Q3,1996Q3,,,2300.0000,,,,,,,119.4690,1.5170,I
026022,78804,1996-12-31,1996,4,INDL,C,D,STD,USD,1996Q4,1996Q4,,,2075.0000,,,,,,,122.9120,1.7050,I
026022,78804,1997-03-31,1997,1,INDL,C,D,STD,USD,1997Q1,1997Q1,,,1510.0000,,,,,,,125.9750,0.9610,I
026022,78804,1997-06-30,1997,2,INDL,C,D,STD,USD,1997Q2,1997Q2,,,1100.0000,,,,,,,125.3690,1.4850,I
026022,78804,1997-09-30,1997,3,INDL,C,D,STD,USD,1997Q3,1997Q3,,,1672.0000,,,,,,,132.8490,1.8210,I
026022,78804,1997-12-31,1997,4,INDL,C,D,STD,USD,1997Q4,1997Q4,,,1610.0000,,,2.5800,,,,136.1620,2.0070,I
026022,78804,1998-03-31,1998,1,INDL,C,D,STD,USD,1998Q1,1998Q1,,,2530.0000,,,2.5800,,,,139.6600,0.2260,I
026022,78804,1998-06-30,1998,2,INDL,C,D,STD,USD,1998Q2,1998Q2,,,3040.0000,,,2.7500,,,,139.7650,0.3590,I
026022,78804,1998-09-30,1998,3,INDL,C,D,STD,USD,1998Q3,1998Q3,,,3628.0000,,,2.7300,,,,142.2270,0.4700,I
026022,78804,1998-12-31,1998,4,INDL,C,D,STD,USD,1998Q4,1998Q4,,,4310.0000,,,,,,,150.2290,0.6020,I
026022,78804,1999-03-31,1999,1,INDL,C,D,STD,USD,1999Q1,1999Q1,,,4505.0000,,,3.9900,,,,157.5190,0.0420,I
026022,78804,1999-06-30,1999,2,INDL,C,D,STD,USD,1999Q2,1999Q2,,,4569.0000,,,4.2500,,,,153.0380,0.1100,I
026022,78804,1999-09-30,1999,3,INDL,C,D,STD,USD,1999Q3,1999Q3,,,57.0000,,,4.4300,,,,156.8290,0.3710,I
026022,78804,1999-12-31,1999,4,INDL,C,D,STD,USD,1999Q4,1999Q4,,,3222.0000,,,4.4700,,,,179.1070,0.5500,I
026022,78804,2000-03-31,2000,1,INDL,C,D,STD,USD,2000Q1,2000Q1,,,3222.0000,,,4.6500,,,,208.5570,1.8360,I
026022,78804,2000-06-30,2000,2,INDL,C,D,STD,USD,2000Q2,2000Q2,,,3222.0000,,,4.8800,,,,227.8730,3.5620,I
026022,78804,2000-09-30,2000,3,INDL,C,D,STD,USD,2000Q3,2000Q3,,,3222.0000,,,5.1200,,,,278.9620,4.9190,I
026022,78804,2000-12-31,2000,4,INDL,C,D,STD,USD,2000Q4,2000Q4,,,3057.0000,,,5.2400,,,,299.5140,,I
026022,78804,2001-03-31,2001,1,INDL,C,D,STD,USD,2001Q1,2001Q1,,,3057.0000,,,5.0200,,,,286.2730,1.9330,I
026022,78804,2001-06-30,2001,2,INDL,C,D,STD,USD,2001Q2,2001Q2,,,3057.0000,,,5.6100,,,,291.9130,3.7730,I
026022,78804,2001-09-30,2001,3,INDL,C,D,STD,USD,2001Q3,2001Q3,,,2200.0000,,,5.9200,,,,239.8050,5.7290,I
026022,78804,2001-12-31,2001,4,INDL,C,D,STD,USD,2001Q4,2001Q4,,,2200.0000,,,6.7700,,,,245.1120,,I
026022,78804,2002-03-31,2002,1,INDL,C,D,STD,USD,2002Q1,2002Q1,,,100.0000,,,8.1300,,,,246.2680,1.7670,I
026022,78804,2002-06-30,2002,2,INDL,C,D,STD,USD,2002Q2,2002Q2,,,250.0000,,,8.2900,,,,237.1780,3.8740,I
026022,78804,2002-09-30,2002,3,INDL,C,D,STD,USD,2002Q3,2002Q3,,,4150.0000,,,8.7800,,,,198.2760,7.5830,I
026022,78804,2002-12-31,2002,4,INDL,C,D,STD,USD,2002Q4,2002Q4,,,4000.0000,,,8.7700,,,,195.1420,11.5730,I
026022,78804,2003-03-31,2003,1,INDL,C,D,STD,USD,2003Q1,2003Q1,,,6650.0000,,,9.3700,,,,,4.7520,I
026022,78804,2003-06-30,2003,2,INDL,C,D,STD,USD,2003Q2,2003Q2,,,8750.0000,,,9.5600,,,,371.6040,11.6790,I
026022,78804,2003-09-30,2003,3,INDL,C,D,STD,USD,2003Q3,2003Q3,,,10350.0000,,,10.1100,,,,177.0410,17.1690,I
026022,78804,2003-12-31,2003,4,INDL,C,D,STD,USD,2003Q4,2003Q4,,,12350.0000,0.0000,,10.6100,,,,179.8570,24.6640,I
026022,78804,2004-03-31,2004,1,INDL,C,D,STD,USD,2004Q1,2004Q1,,,9450.0000,0.0000,,11.1800,,,,181.5950,7.8020,I
026022,78804,2004-06-30,2004,2,INDL,C,D,STD,USD,2004Q2,2004Q2,,,8700.0000,0.0000,,12.3600,,,,189.4200,16.1430,I
026022,78804,2004-09-30,2004,3,INDL,C,D,STD,USD,2004Q3,2004Q3,,,2800.0000,0.0000,,13.2600,,,,217.1180,18.5780,I
026022,78804,2004-12-31,2004,4,INDL,C,D,STD,USD,2004Q4,2004Q4,,,2800.0000,0.0000,,14.2500,,,,241.9100,23.5040,I
026022,78804,2005-03-31,2005,1,INDL,C,D,STD,USD,2005Q1,2005Q1,,,2800.0000,0.0000,,13.9100,,,,253.6190,4.7210,I
026022,78804,2005-06-30,2005,2,INDL,C,D,STD,USD,2005Q2,2005Q2,,,13200.0000,0.0000,,14.4700,,,,316.4140,6.5090,I
026022,78804,2005-09-30,2005,3,INDL,C,D,STD,USD,2005Q3,2005Q3,,,11700.0000,0.0000,,15.1400,,,,352.9670,8.8020,I
026022,78804,2005-12-31,2005,4,INDL,C,D,STD,USD,2005Q4,2005Q4,,,13200.0000,0.0000,,15.4500,,,,371.5580,12.0670,I
026022,78804,2006-03-31,2006,1,INDL,C,D,STD,USD,2006Q1,2006Q1,,,11200.0000,0.0000,,14.4600,,,,345.1170,2.6500,I
026022,78804,2006-06-30,2006,2,INDL,C,D,STD,USD,2006Q2,2006Q2,,,11200.0000,0.0000,,15.5000,,,,481.7210,7.1050,I
026022,78804,2006-09-30,2006,3,INDL,C,D,STD,USD,2006Q3,2006Q3,,,11200.0000,0.0000,,15.2400,,,,447.9430,7.7440,I
026022,78804,2006-12-31,2006,4,INDL,C,D,STD,USD,2006Q4,2006Q4,,,9200.0000,0.0000,,14.3400,,,,402.5440,8.8500,I
